s.id,s
"""301""","{ef: ""f"", gi: 8, parity: ""+"", g: -0.400443, tau: 98980.0, J: 1.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""301"", state: ""X2Sigma+"", Lambda: 0, energy: 2.3283}"
"""302""","{ef: ""f"", gi: 8, parity: ""+"", g: -0.400443, tau: 0.052113, J: 1.5, Omega: 0.5, v: 1, Epsilon: 0.5, id: ""302"", state: ""X2Sigma+"", Lambda: 0, energy: 858.0643}"
"""303""","{ef: ""f"", gi: 8, parity: ""+"", g: -0.400444, tau: 0.026313, J: 1.5, Omega: 0.5, v: 2, Epsilon: 0.5, id: ""303"", state: ""X2Sigma+"", Lambda: 0, energy: 1708.1415}"
"""304""","{ef: ""f"", gi: 8, parity: ""+"", g: -0.400444, tau: 0.017714, J: 1.5, Omega: 0.5, v: 3, Epsilon: 0.5, id: ""304"", state: ""X2Sigma+"", Lambda: 0, energy: 2552.5656}"
"""3211""","{ef: ""f"", gi: 28, parity: ""-"", g: -0.133481, tau: 1990.7, J: 6.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""3211"", state: ""X2Sigma+"", Lambda: 0, energy: 21.7301}"
"""3212""","{ef: ""f"", gi: 28, parity: ""-"", g: -0.133481, tau: 0.05215, J: 6.5, Omega: -0.5, v: 1, Epsilon: -0.5, id: ""3212"", state: ""X2Sigma+"", Lambda: 0, energy: 877.378399}"
"""3213""","{ef: ""f"", gi: 28, parity: ""-"", g: -0.133481, tau: 0.026331, J: 6.5, Omega: -0.5, v: 2, Epsilon: -0.5, id: ""3213"", state: ""X2Sigma+"", Lambda: 0, energy: 1727.3708}"
"""326""","{ef: ""f"", gi: 8, parity: ""+"", g: 0.798885, tau: 3.273e-8, J: 1.5, Omega: 1.5, v: 0, Epsilon: 0.5, id: ""326"", state: ""A2Pi"", Lambda: 1, energy: 16724.140703}"
"""34""","{ef: ""e"", gi: 4, parity: ""+"", g: 1.995791, tau: 3.073e-8, J: 0.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""34"", state: ""B2Sigma"", Lambda: 0, energy: 20741.6877}"
"""3481""","{ef: ""f"", gi: 32, parity: ""+"", g: -0.117777, tau: 1322.9, J: 7.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""3481"", state: ""X2Sigma+"", Lambda: 0, energy: 27.9383}"
"""3482""","{ef: ""f"", gi: 32, parity: ""+"", g: -0.117777, tau: 0.05216, J: 7.5, Omega: 0.5, v: 1, Epsilon: 0.5, id: ""3482"", state: ""X2Sigma+"", Lambda: 0, energy: 883.5602}"
"""3483""","{ef: ""f"", gi: 32, parity: ""+"", g: -0.117777, tau: 0.026336, J: 7.5, Omega: 0.5, v: 2, Epsilon: 0.5, id: ""3483"", state: ""X2Sigma+"", Lambda: 0, energy: 1733.5238}"
"""3537""","{ef: ""f"", gi: 32, parity: ""+"", g: -0.117402, tau: 3.0739e-8, J: 7.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""3537"", state: ""B2Sigma"", Lambda: 0, energy: 20769.09176}"
"""4291""","{ef: ""f"", gi: 36, parity: ""-"", g: -0.10538, tau: 923.26, J: 8.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""4291"", state: ""X2Sigma+"", Lambda: 0, energy: 34.9224}"
"""4292""","{ef: ""f"", gi: 36, parity: ""-"", g: -0.10538, tau: 0.052171, J: 8.5, Omega: -0.5, v: 1, Epsilon: -0.5, id: ""4292"", state: ""X2Sigma+"", Lambda: 0, energy: 890.5132}"
"""4293""","{ef: ""f"", gi: 36, parity: ""-"", g: -0.10538, tau: 0.026342, J: 8.5, Omega: -0.5, v: 2, Epsilon: -0.5, id: ""4293"", state: ""X2Sigma+"", Lambda: 0, energy: 1740.4457}"
"""4294""","{ef: ""f"", gi: 36, parity: ""-"", g: -0.10538, tau: 0.017734, J: 8.5, Omega: -0.5, v: 3, Epsilon: -0.5, id: ""4294"", state: ""X2Sigma+"", Lambda: 0, energy: 2584.7242}"
"""4347""","{ef: ""f"", gi: 36, parity: ""-"", g: -0.105044, tau: 3.074e-8, J: 8.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""4347"", state: ""B2Sigma"", Lambda: 0, energy: 20775.85938}"
"""4561""","{ef: ""f"", gi: 40, parity: ""+"", g: -0.095343, tau: 669.63, J: 9.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""4561"", state: ""X2Sigma+"", Lambda: 0, energy: 42.6822}"
"""4562""","{ef: ""f"", gi: 40, parity: ""+"", g: -0.095343, tau: 0.052181, J: 9.5, Omega: 0.5, v: 1, Epsilon: 0.5, id: ""4562"", state: ""X2Sigma+"", Lambda: 0, energy: 898.2384}"
"""4563""","{ef: ""f"", gi: 40, parity: ""+"", g: -0.095343, tau: 0.026348, J: 9.5, Omega: 0.5, v: 2, Epsilon: 0.5, id: ""4563"", state: ""X2Sigma+"", Lambda: 0, energy: 1748.1365}"
"""4564""","{ef: ""f"", gi: 40, parity: ""+"", g: -0.095344, tau: 0.017738, J: 9.5, Omega: 0.5, v: 3, Epsilon: 0.5, id: ""4564"", state: ""X2Sigma+"", Lambda: 0, energy: 2592.3803}"
"""4617""","{ef: ""f"", gi: 40, parity: ""+"", g: -0.095039, tau: 3.0741e-8, J: 9.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""4617"", state: ""B2Sigma"", Lambda: 0, energy: 20783.37506}"
"""5371""","{ef: ""f"", gi: 44, parity: ""-"", g: -0.087053, tau: 501.0, J: 10.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""5371"", state: ""X2Sigma+"", Lambda: 0, energy: 51.2177}"
"""5372""","{ef: ""f"", gi: 44, parity: ""-"", g: -0.087053, tau: 0.052193, J: 10.5, Omega: -0.5, v: 1, Epsilon: -0.5, id: ""5372"", state: ""X2Sigma+"", Lambda: 0, energy: 906.7359}"
"""5373""","{ef: ""f"", gi: 44, parity: ""-"", g: -0.087053, tau: 0.026354, J: 10.5, Omega: -0.5, v: 2, Epsilon: -0.5, id: ""5373"", state: ""X2Sigma+"", Lambda: 0, energy: 1756.5961}"
"""5374""","{ef: ""f"", gi: 44, parity: ""-"", g: -0.087053, tau: 0.017742, J: 10.5, Omega: -0.5, v: 3, Epsilon: -0.5, id: ""5374"", state: ""X2Sigma+"", Lambda: 0, energy: 2600.8017}"
"""541""","{ef: ""e"", gi: 8, parity: ""-"", g: 0.667402, tau: 997510.0, J: 1.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""541"", state: ""X2Sigma+"", Lambda: 0, energy: 0.7761}"
"""542""","{ef: ""e"", gi: 8, parity: ""-"", g: 0.667402, tau: 0.052102, J: 1.5, Omega: -0.5, v: 1, Epsilon: -0.5, id: ""542"", state: ""X2Sigma+"", Lambda: 0, energy: 856.519}"
"""5427""","{ef: ""f"", gi: 44, parity: ""-"", g: -0.086775, tau: 3.0743e-8, J: 10.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""5427"", state: ""B2Sigma"", Lambda: 0, energy: 20791.62695}"
"""543""","{ef: ""e"", gi: 8, parity: ""-"", g: 0.667403, tau: 0.026307, J: 1.5, Omega: -0.5, v: 2, Epsilon: -0.5, id: ""543"", state: ""X2Sigma+"", Lambda: 0, energy: 1706.6031}"
"""544""","{ef: ""e"", gi: 8, parity: ""-"", g: 0.667403, tau: 0.01771, J: 1.5, Omega: -0.5, v: 3, Epsilon: -0.5, id: ""544"", state: ""X2Sigma+"", Lambda: 0, energy: 2551.0341}"
"""5641""","{ef: ""f"", gi: 48, parity: ""+"", g: -0.080088, tau: 384.55, J: 11.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""5641"", state: ""X2Sigma+"", Lambda: 0, energy: 60.5288}"
"""5642""","{ef: ""f"", gi: 48, parity: ""+"", g: -0.080088, tau: 0.052206, J: 11.5, Omega: 0.5, v: 1, Epsilon: 0.5, id: ""5642"", state: ""X2Sigma+"", Lambda: 0, energy: 916.0056}"
"""5643""","{ef: ""f"", gi: 48, parity: ""+"", g: -0.080089, tau: 0.026361, J: 11.5, Omega: 0.5, v: 2, Epsilon: 0.5, id: ""5643"", state: ""X2Sigma+"", Lambda: 0, energy: 1765.8244}"
"""5644""","{ef: ""f"", gi: 48, parity: ""+"", g: -0.080089, tau: 0.017747, J: 11.5, Omega: 0.5, v: 3, Epsilon: 0.5, id: ""5644"", state: ""X2Sigma+"", Lambda: 0, energy: 2609.9884}"
"""566""","{ef: ""e"", gi: 8, parity: ""-"", g: 0.798883, tau: 3.2731e-8, J: 1.5, Omega: -1.5, v: 0, Epsilon: -0.5, id: ""566"", state: ""A2Pi"", Lambda: -1, energy: 16724.140704}"
"""5697""","{ef: ""f"", gi: 48, parity: ""+"", g: -0.079833, tau: 3.0746e-8, J: 11.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""5697"", state: ""B2Sigma"", Lambda: 0, energy: 20800.64844}"
"""6451""","{ef: ""f"", gi: 52, parity: ""-"", g: -0.074156, tau: 301.56, J: 12.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""6451"", state: ""X2Sigma+"", Lambda: 0, energy: 70.6154}"
"""6452""","{ef: ""f"", gi: 52, parity: ""-"", g: -0.074156, tau: 0.05222, J: 12.5, Omega: -0.5, v: 1, Epsilon: -0.5, id: ""6452"", state: ""X2Sigma+"", Lambda: 0, energy: 926.0473}"
"""6453""","{ef: ""f"", gi: 52, parity: ""-"", g: -0.074156, tau: 0.026368, J: 12.5, Omega: -0.5, v: 2, Epsilon: -0.5, id: ""6453"", state: ""X2Sigma+"", Lambda: 0, energy: 1775.8213}"
"""6454""","{ef: ""f"", gi: 52, parity: ""-"", g: -0.074156, tau: 0.017752, J: 12.5, Omega: -0.5, v: 3, Epsilon: -0.5, id: ""6454"", state: ""X2Sigma+"", Lambda: 0, energy: 2619.9402}"
"""6507""","{ef: ""f"", gi: 52, parity: ""-"", g: -0.07392, tau: 3.0747e-8, J: 12.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""6507"", state: ""B2Sigma"", Lambda: 0, energy: 20810.37803}"
"""6721""","{ef: ""f"", gi: 56, parity: ""+"", g: -0.069042, tau: 240.83, J: 13.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""6721"", state: ""X2Sigma+"", Lambda: 0, energy: 81.4775}"
"""6722""","{ef: ""f"", gi: 56, parity: ""+"", g: -0.069042, tau: 0.052234, J: 13.5, Omega: 0.5, v: 1, Epsilon: 0.5, id: ""6722"", state: ""X2Sigma+"", Lambda: 0, energy: 936.8609}"
"""6723""","{ef: ""f"", gi: 56, parity: ""+"", g: -0.069042, tau: 0.026376, J: 13.5, Omega: 0.5, v: 2, Epsilon: 0.5, id: ""6723"", state: ""X2Sigma+"", Lambda: 0, energy: 1786.5867}"
"""6724""","{ef: ""f"", gi: 56, parity: ""+"", g: -0.069042, tau: 0.017757, J: 13.5, Omega: 0.5, v: 3, Epsilon: 0.5, id: ""6724"", state: ""X2Sigma+"", Lambda: 0, energy: 2630.657}"
"""6777""","{ef: ""f"", gi: 56, parity: ""+"", g: -0.068822, tau: 3.0749e-8, J: 13.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""6777"", state: ""B2Sigma"", Lambda: 0, energy: 20820.86342}"
"""6991""","{ef: ""e"", gi: 56, parity: ""-"", g: 0.074156, tau: 314.82, J: 13.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""6991"", state: ""X2Sigma+"", Lambda: 0, energy: 70.6154}"
"""7261""","{ef: ""e"", gi: 60, parity: ""+"", g: 0.069042, tau: 251.4, J: 14.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""7261"", state: ""X2Sigma+"", Lambda: 0, energy: 81.4775}"
"""7531""","{ef: ""f"", gi: 60, parity: ""-"", g: -0.064587, tau: 195.36, J: 14.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""7531"", state: ""X2Sigma+"", Lambda: 0, energy: 93.1148}"
"""7532""","{ef: ""f"", gi: 60, parity: ""-"", g: -0.064587, tau: 0.052249, J: 14.5, Omega: -0.5, v: 1, Epsilon: -0.5, id: ""7532"", state: ""X2Sigma+"", Lambda: 0, energy: 948.4465}"
"""7533""","{ef: ""f"", gi: 60, parity: ""-"", g: -0.064588, tau: 0.026384, J: 14.5, Omega: -0.5, v: 2, Epsilon: -0.5, id: ""7533"", state: ""X2Sigma+"", Lambda: 0, energy: 1798.1205}"
"""7587""","{ef: ""f"", gi: 60, parity: ""-"", g: -0.064382, tau: 3.0751e-8, J: 14.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""7587"", state: ""B2Sigma"", Lambda: 0, energy: 20832.09168}"
"""7801""","{ef: ""f"", gi: 64, parity: ""+"", g: -0.060673, tau: 160.66, J: 15.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""7801"", state: ""X2Sigma+"", Lambda: 0, energy: 105.5273}"
"""7802""","{ef: ""f"", gi: 64, parity: ""+"", g: -0.060673, tau: 0.052264, J: 15.5, Omega: 0.5, v: 1, Epsilon: 0.5, id: ""7802"", state: ""X2Sigma+"", Lambda: 0, energy: 960.8037}"
"""7803""","{ef: ""f"", gi: 64, parity: ""+"", g: -0.060673, tau: 0.026393, J: 15.5, Omega: 0.5, v: 2, Epsilon: 0.5, id: ""7803"", state: ""X2Sigma+"", Lambda: 0, energy: 1810.4225}"
"""781""","{ef: ""e"", gi: 12, parity: ""+"", g: 0.400441, tau: 104000.0, J: 2.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""781"", state: ""X2Sigma+"", Lambda: 0, energy: 2.3283}"
"""782""","{ef: ""e"", gi: 12, parity: ""+"", g: 0.400442, tau: 0.052103, J: 2.5, Omega: 0.5, v: 1, Epsilon: 0.5, id: ""782"", state: ""X2Sigma+"", Lambda: 0, energy: 858.0643}"
"""7857""","{ef: ""f"", gi: 64, parity: ""+"", g: -0.06048, tau: 3.0754e-8, J: 15.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""7857"", state: ""B2Sigma"", Lambda: 0, energy: 20844.06946}"
"""801""","{ef: ""e"", gi: 12, parity: ""+"", g: 0.856246, tau: 0.3557, J: 2.5, Omega: 2.5, v: 0, Epsilon: 0.5, id: ""801"", state: ""Ap2Delta"", Lambda: 2, energy: 14854.105216}"
"""8071""","{ef: ""e"", gi: 64, parity: ""-"", g: 0.064587, tau: 203.92, J: 15.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""8071"", state: ""X2Sigma+"", Lambda: 0, energy: 93.1148}"
"""8341""","{ef: ""e"", gi: 68, parity: ""+"", g: 0.060673, tau: 167.68, J: 16.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""8341"", state: ""X2Sigma+"", Lambda: 0, energy: 105.5273}"
"""8611""","{ef: ""f"", gi: 68, parity: ""-"", g: -0.057206, tau: 133.71, J: 16.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""8611"", state: ""X2Sigma+"", Lambda: 0, energy: 118.7149}"
"""8612""","{ef: ""f"", gi: 68, parity: ""-"", g: -0.057206, tau: 0.05228, J: 16.5, Omega: -0.5, v: 1, Epsilon: -0.5, id: ""8612"", state: ""X2Sigma+"", Lambda: 0, energy: 973.9326}"
"""8613""","{ef: ""f"", gi: 68, parity: ""-"", g: -0.057206, tau: 0.026402, J: 16.5, Omega: -0.5, v: 2, Epsilon: -0.5, id: ""8613"", state: ""X2Sigma+"", Lambda: 0, energy: 1823.4928}"
"""8667""","{ef: ""f"", gi: 68, parity: ""-"", g: -0.057024, tau: 3.0757e-8, J: 16.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""8667"", state: ""B2Sigma"", Lambda: 0, energy: 20856.77368}"
"""8881""","{ef: ""f"", gi: 72, parity: ""+"", g: -0.054114, tau: 112.47, J: 17.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""8881"", state: ""X2Sigma+"", Lambda: 0, energy: 132.6774}"
"""8882""","{ef: ""f"", gi: 72, parity: ""+"", g: -0.054114, tau: 0.052297, J: 17.5, Omega: 0.5, v: 1, Epsilon: 0.5, id: ""8882"", state: ""X2Sigma+"", Lambda: 0, energy: 987.8329}"
"""8883""","{ef: ""f"", gi: 72, parity: ""+"", g: -0.054114, tau: 0.026412, J: 17.5, Omega: 0.5, v: 2, Epsilon: 0.5, id: ""8883"", state: ""X2Sigma+"", Lambda: 0, energy: 1837.331}"
"""8937""","{ef: ""f"", gi: 72, parity: ""+"", g: -0.053942, tau: 3.0759e-8, J: 17.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""8937"", state: ""B2Sigma"", Lambda: 0, energy: 20870.22435}"
"""9151""","{ef: ""e"", gi: 72, parity: ""-"", g: 0.057206, tau: 139.55, J: 17.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""9151"", state: ""X2Sigma+"", Lambda: 0, energy: 118.7149}"
"""9421""","{ef: ""e"", gi: 76, parity: ""+"", g: 0.054114, tau: 117.37, J: 18.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""9421"", state: ""X2Sigma+"", Lambda: 0, energy: 132.6774}"
"""9691""","{ef: ""f"", gi: 76, parity: ""-"", g: -0.051339, tau: 95.491, J: 18.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""9691"", state: ""X2Sigma+"", Lambda: 0, energy: 147.4148}"
"""9692""","{ef: ""f"", gi: 76, parity: ""-"", g: -0.051339, tau: 0.052314, J: 18.5, Omega: -0.5, v: 1, Epsilon: -0.5, id: ""9692"", state: ""X2Sigma+"", Lambda: 0, energy: 1002.5046}"
"""9693""","{ef: ""f"", gi: 76, parity: ""-"", g: -0.051339, tau: 0.02642, J: 18.5, Omega: -0.5, v: 2, Epsilon: -0.5, id: ""9693"", state: ""X2Sigma+"", Lambda: 0, energy: 1851.9371}"
"""9747""","{ef: ""f"", gi: 76, parity: ""-"", g: -0.051176, tau: 3.0762e-8, J: 18.5, Omega: -0.5, v: 0, Epsilon: -0.5, id: ""9747"", state: ""B2Sigma"", Lambda: 0, energy: 20884.41007}"
"""9961""","{ef: ""f"", gi: 80, parity: ""+"", g: -0.048834, tau: 81.775, J: 19.5, Omega: 0.5, v: 0, Epsilon: 0.5, id: ""9961"", state: ""X2Sigma+"", Lambda: 0, energy: 162.9267}"
"""9962""","{ef: ""f"", gi: 80, parity: ""+"", g: -0.048834, tau: 0.052331, J: 19.5, Omega: 0.5, v: 1, Epsilon: 0.5, id: ""9962"", state: ""X2Sigma+"", Lambda: 0, energy: 1017.9475}"
"""9963""","{ef: ""f"", gi: 80, parity: ""+"", g: -0.048834, tau: 0.026432, J: 19.5, Omega: 0.5, v: 2, Epsilon: 0.5, id: ""9963"", state: ""X2Sigma+"", Lambda: 0, energy: 1867.311}"
