S1_id,S0_id,s2_id_list,T_init,num_decays,inv_R_us,n_cool,t_cool_ms,n_cool/n10,closure,t_cool_ms_4K,n_cool_n10_ratio_4K,lambda_list_nm,BR_list
109,1,"[2, 204, 5, 1, 203, 4, 206, 3, 205]",4.0,9,94.565,3944.0,373.0,0.9491112103738422,0.99944608,373.0,0.9491112103738422,"[1124.77, 1126.2, 3423.11, 914.65, 915.6, 2047.19, 2051.82, 1454.63, 1457.0]","[0.049648, 0.024413, 0.000988, 0.476504, 0.2335, 0.022899, 0.011071, 0.121261, 0.059163]"
8,102,"[103, 345, 106, 102, 344, 105, 347, 104, 346]",4.0,9,94.567,3944.0,373.0,0.998824952454567,0.99941707,373.0,0.998824952454567,"[1125.25, 1125.25, 3427.38, 914.97, 914.97, 2048.73, 2048.73, 1455.43, 1455.43]","[0.049127, 0.024935, 0.000958, 0.47101, 0.238999, 0.022452, 0.011516, 0.119504, 0.060915]"
8,344,"[103, 345, 106, 102, 344, 105, 347, 104, 346]",4.0,9,94.567,3944.0,373.0,0.998824952454567,0.99941707,373.0,0.998824952454567,"[1125.25, 1125.25, 3427.38, 914.97, 914.97, 2048.73, 2048.73, 1455.43, 1455.43]","[0.049127, 0.024935, 0.000958, 0.47101, 0.238999, 0.022452, 0.011516, 0.119504, 0.060915]"
6,102,"[105, 347, 104, 346, 103, 345, 102, 344]",4.0,8,96.618,4516.0,436.0,0.004287480406955616,0.99999781,436.0,0.004287480406955616,"[3232.68, 3232.69, 1967.28, 1967.28, 1408.6, 1408.6, 1093.89, 1093.9]","[0.000414, 0.000215, 0.014094, 0.007226, 0.150445, 0.076688, 0.497916, 0.253]"
6,344,"[105, 347, 104, 346, 103, 345, 102, 344]",4.0,8,96.618,4516.0,436.0,0.004287480406955616,0.99999781,436.0,0.004287480406955616,"[3232.68, 3232.69, 1967.28, 1967.28, 1408.6, 1408.6, 1093.89, 1093.9]","[0.000414, 0.000215, 0.014094, 0.007226, 0.150445, 0.076688, 0.497916, 0.253]"
107,1,"[4, 206, 3, 205, 2, 204, 1, 203]",4.0,8,96.616,4516.0,436.0,0.004291830494952492,0.99999781,436.0,0.004291830494952492,"[3228.83, 3240.37, 1965.82, 1970.15, 1407.85, 1410.08, 1093.44, 1094.8]","[0.000426, 0.000202, 0.014372, 0.006949, 0.152685, 0.074443, 0.504056, 0.246864]"
109,203,"[2, 204, 5, 1, 203, 4, 206, 3, 205]",7.1,9,94.565,5250.0,496.0,1.2631871895709288,0.99944608,373.0,0.9491112103738423,"[1124.77, 1126.2, 3423.11, 914.65, 915.6, 2047.19, 2051.82, 1454.63, 1457.0]","[0.049648, 0.024413, 0.000988, 0.476504, 0.2335, 0.022899, 0.011071, 0.121261, 0.059163]"
107,203,"[4, 206, 3, 205, 2, 204, 1, 203]",7.1,8,96.616,6010.0,581.0,0.005712065395264308,0.99999781,436.0,0.004291830494952492,"[3228.83, 3240.37, 1965.82, 1970.15, 1407.85, 1410.08, 1093.44, 1094.8]","[0.000426, 0.000202, 0.014372, 0.006949, 0.152685, 0.074443, 0.504056, 0.246864]"
2,102,"[102, 344]",4.0,2,339870.17,19023.0,6465257.0,0.0,1.0,6465257.0,0.0,"[4905.3, 4905.31]","[0.327216, 0.672784]"
2,344,"[102, 344]",4.0,2,339870.17,19023.0,6465257.0,0.0,1.0,6465257.0,0.0,"[4905.3, 4905.31]","[0.327216, 0.672784]"
